Open,Day Range,52 Week Range,Market Cap,Shares Outstanding,Public Float,Beta,Rev. per Employee,P/E Ratio,EPS,Yield,Dividend,Ex-Dividend Date,Short Interest,% of Float Shorted,Average Volume,Instrument
['රු.182.00'],['172.25 - 185.25'],['55.00 - 200.00'],['රු.928.84M'],['N/A'],['N/A'],['N/A'],['රු.3.620M'],['13.77'],['රු.13.20'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['10.34K'],ABAN.N0000?countryCode=LK
['රු.28.00'],['28.00 - 28.00'],['14.50 - 30.10'],['රු.1.8B'],['N/A'],['N/A'],['N/A'],['රු.5.183M'],['14.20'],['රු.1.97'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.72K'],AFSL.N0000?countryCode=LK
['රු.29.00'],['27.60 - 29.20'],['10.60 - 34.40'],['රු.29B'],['N/A'],['268.63M'],['N/A'],['රු.7.471M'],['21.33'],['රු.1.33'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.8M'],AEL.N0000?countryCode=LK
['රු.112.00'],['103.50 - 112.00'],['22.00 - 130.00'],['රු.12.34B'],['N/A'],['36.63M'],['N/A'],['රු.10.957M'],['13.95'],['රු.7.51'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['782.67K'],ACL.N0000?countryCode=LK
['රු.325.00'],['322.00 - 334.00'],['75.00 - 359.75'],['රු.1.38B'],['N/A'],['N/A'],['N/A'],['N/A'],['7.22'],['රු.46.17'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['16.06K'],APLA.N0000?countryCode=LK
['රු.6.30'],['6.30 - 6.30'],['2.30 - 6.90'],['රු.259.32M'],['N/A'],['N/A'],['N/A'],['රු.7.078M'],['N/A'],['-රු.3.79'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['164.46K'],ACME.N0000?countryCode=LK
['රු.27.30'],['27.30 - 30.00'],['12.80 - 37.10'],['රු.4.27B'],['N/A'],['N/A'],['N/A'],['රු.596.72K'],['8.00'],['රු.3.50'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['24.56K'],AGAL.N0000?countryCode=LK
['රු.7.80'],['7.40 - 7.80'],['3.00 - 9.50'],['රු.2.49B'],['N/A'],['N/A'],['N/A'],['රු.10.775M'],['13.76'],['රු.0.55'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['175.05K'],AGST.N0000?countryCode=LK
['රු.35.00'],['33.50 - 35.20'],['12.00 - 37.00'],['රු.11.87B'],['N/A'],['66.99M'],['N/A'],['රු.5.746M'],['N/A'],['-රු.8.81'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['136.65K'],AHUN.N0000?countryCode=LK
['රු.74.60'],['68.50 - 74.60'],['24.50 - 80.50'],['රු.30.33B'],['N/A'],['89.79M'],['N/A'],['රු.6.561M'],['N/A'],['-රු.1.25'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['493.34K'],SPEN.N0000?countryCode=LK
['රු.57.00'],['55.00 - 57.00'],['30.00 - 65.00'],['රු.1.89B'],['N/A'],['0'],['N/A'],['රු.5.720M'],['7.57'],['රු.7.46'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['33.26K'],ALLI.N0000?countryCode=LK
['රු.25.80'],['24.80 - 26.30'],['6.00 - 32.20'],['රු.7.51B'],['N/A'],['0'],['N/A'],['රු.7.792M'],['131.41'],['රු.0.19'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.31M'],ALUM.N0000?countryCode=LK
['රු.3.90'],['3.70 - 4.00'],['1.63 - 4.50'],['රු.10.15B'],['2.6B'],['303.17M'],['N/A'],['රු.9.177M'],['34.35'],['රු.0.11'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.6M'],ABL.N0000?countryCode=LK
['රු.8.70'],['8.70 - 8.70'],['5.50 - 10.00'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.74K'],ATLL.N0000?countryCode=LK
['රු.10.00'],['9.60 - 10.00'],['3.50 - 13.80'],['රු.1.78B'],['N/A'],['N/A'],['N/A'],['රු.13.007M'],['N/A'],['-රු.0.78'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['213.72K'],ATL.N0000?countryCode=LK
['රු.40.40'],['39.90 - 41.20'],['20.00 - 52.00'],['රු.2.18B'],['N/A'],['13.54M'],['N/A'],['රු.1.732M'],['N/A'],['-රු.9.24'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['122.56K'],CONN.N0000?countryCode=LK
['රු.6.50'],['6.20 - 6.50'],['2.80 - 8.20'],['රු.6.32B'],['N/A'],['N/A'],['N/A'],['රු.6.939M'],['32.52'],['රු.0.19'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['322.29K'],TAP.N0000?countryCode=LK
['රු.23.60'],['22.00 - 23.60'],['7.30 - 26.70'],['රු.8.42B'],['N/A'],['342.74M'],['N/A'],['රු.7.203M'],['21.91'],['රු.1.01'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['674.2K'],GREG.N0000?countryCode=LK
['රු.1.30'],['1.20 - 1.40'],['0.50 - 1.80'],['රු.1.67B'],['1.28B'],['439.72M'],['N/A'],['N/A'],['37.68'],['රු.0.03'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['962.18K'],ALHP.N0000?countryCode=LK
['රු.206.00'],['180.00 - 209.75'],['95.00 - 252.00'],['රු.1.59B'],['N/A'],['N/A'],['N/A'],['රු.8.356M'],['N/A'],['-රු.42.98'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['920.06'],ARPI.N0000?countryCode=LK
['රු.25.00'],['23.60 - 25.00'],['15.00 - 28.20'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['10.34K'],AINS.N0000?countryCode=LK
['රු.7.60'],['7.30 - 7.60'],['4.80 - 10.50'],['රු.956.31M'],['N/A'],['N/A'],['N/A'],['රු.6.520M'],['52.93'],['රු.0.14'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['80.16K'],AAF.N0000?countryCode=LK
['රු.6.80'],['6.60 - 6.90'],['4.00 - 8.60'],['රු.879.91M'],['N/A'],['6.77M'],['N/A'],['රු.1.983M'],['N/A'],['-රු.4.30'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['179.21K'],ACAP.N0000?countryCode=LK
['රු.2.90'],['2.90 - 3.00'],['1.60 - 4.50'],['රු.754M'],['N/A'],['N/A'],['N/A'],['රු.6.312M'],['28.46'],['රු.0.10'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['615.43K'],ASIY.N0000?countryCode=LK
['රු.42.30'],['41.00 - 42.30'],['20.00 - 51.90'],['රු.18.69B'],['N/A'],['79.51M'],['N/A'],['රු.3.575M'],['N/A'],['-රු.2.29'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['78.02K'],AHPL.N0000?countryCode=LK
['රු.32.00'],['29.10 - 32.00'],['14.40 - 34.60'],['රු.33.1B'],['N/A'],['176.4M'],['N/A'],['N/A'],['42.66'],['රු.0.71'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['599.98K'],ASIR.N0000?countryCode=LK
['රු.16.00'],['14.90 - 16.00'],['8.90 - 19.00'],['රු.8.3B'],['N/A'],['N/A'],['N/A'],['N/A'],['11.98'],['රු.1.29'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['159.16K'],AMSL.N0000?countryCode=LK
['රු.321.75'],['310.00 - 321.75'],['310.00 - 426.00'],['රු.1.85B'],['N/A'],['N/A'],['N/A'],['රු.21.689M'],['N/A'],['-රු.50.27'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['222.23'],AMF.N0000?countryCode=LK
['රු.80.00'],['78.80 - 85.00'],['53.00 - 99.00'],['රු.961.2M'],['N/A'],['0'],['N/A'],['රු.12.918M'],['23.17'],['රු.3.63'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.95K'],AUTO.N0000?countryCode=LK
['රු.150.00'],['147.00 - 153.00'],['72.00 - 185.00'],['රු.2.36B'],['N/A'],['3.44M'],['N/A'],['රු.4.201M'],"['1,023.68']",['රු.0.14'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['55.55K'],BFL.N0000?countryCode=LK
['රු.17.00'],['15.50 - 17.40'],['6.10 - 19.50'],['රු.378.18M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.18.14'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['65.64K'],BALA.N0000?countryCode=LK
['රු.8.70'],['8.60 - 8.70'],['3.80 - 10.80'],['රු.462.06M'],['N/A'],['107.51K'],['N/A'],['N/A'],"['1,592.59']",['රු.0.01'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['28.05K'],BRR.N0000?countryCode=LK
['රු.1.00'],['0.90 - 1.00'],['0.50 - 1.30'],['රු.600M'],['N/A'],['N/A'],['N/A'],['රු.1.857M'],['N/A'],['-රු.0.16'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['285.43K'],BERU.N0000?countryCode=LK
['රු.9.00'],['8.50 - 9.00'],['8.00 - 21.20'],['රු.969.6M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.2.25'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['30.77K'],BLI.N0000?countryCode=LK
['රු.0.70'],['0.70 - 0.80'],['0.30 - 0.90'],['රු.358.72M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.0.09'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['379.54K'],BLUE.N0000?countryCode=LK
['රු.0.40'],['0.30 - 0.40'],['0.20 - 0.50'],['රු.358.72M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.0.09'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['654.99K'],BLUE.X0000?countryCode=LK
['රු.24.40'],['23.60 - 25.10'],['10.00 - 28.50'],['රු.2.32B'],['N/A'],['N/A'],['N/A'],['රු.4.687M'],['293.62'],['රු.0.08'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['31.08K'],BOGA.N0000?countryCode=LK
['රු.13.30'],['13.10 - 13.70'],['6.80 - 18.40'],['රු.1.1B'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.2.02'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['24.09K'],BOPL.N0000?countryCode=LK
['රු.16.00'],['15.70 - 16.40'],['6.80 - 17.50'],['රු.4.88B'],['N/A'],['N/A'],['N/A'],['රු.3.147M'],['10.71'],['රු.1.47'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['566.99K'],BPPL.N0000?countryCode=LK
['රු.210.00'],['210.00 - 245.00'],['35.00 - 285.00'],['රු.49.06B'],['N/A'],['81.6M'],['N/A'],['රු.30.597M'],['87.00'],['රු.2.53'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['346.59K'],BRWN.N0000?countryCode=LK
['රු.13.90'],['12.60 - 13.90'],['5.50 - 14.60'],['රු.1.68B'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.5.36'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['12.76K'],BBH.N0000?countryCode=LK
['රු.6.60'],['6.40 - 7.10'],['1.46 - 7.90'],['රු.96.28B'],['14.37B'],['9.78B'],['N/A'],['රු.793.820M'],['N/A'],['-රු.0.89'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['121.61M'],BIL.N0000?countryCode=LK
['රු.363.00'],['345.00 - 364.50'],['140.10 - 520.00'],['රු.34.73B'],['N/A'],['7.45M'],['N/A'],['රු.5.610M'],['N/A'],['-රු.6.71'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['6.56K'],BUKI.N0000?countryCode=LK
['රු.104.00'],['104.00 - 105.00'],['38.30 - 125.00'],['රු.1.58B'],['N/A'],['N/A'],['N/A'],['N/A'],['31.10'],['රු.3.34'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['16.89K'],COLO.N0000?countryCode=LK
['රු.49.50'],['48.50 - 50.00'],['30.20 - 59.00'],['රු.1.79B'],['N/A'],['N/A'],['N/A'],['රු.15.653M'],['56.76'],['රු.0.85'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['25.8K'],CWM.N0000?countryCode=LK
['රු.240.00'],['233.00 - 242.00'],['150.00 - 252.00'],['රු.61.76B'],['257.31M'],['37.32M'],['N/A'],['රු.10.174M'],['20.77'],['රු.11.56'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['58.32K'],CARG.N0000?countryCode=LK
['රු.72.00'],['70.50 - 75.00'],['32.00 - 80.00'],['රු.1.27B'],['N/A'],['N/A'],['N/A'],['N/A'],['9.23'],['රු.8.13'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['23.92K'],CABO.N0000?countryCode=LK
['රු.350.00'],['343.00 - 375.00'],['136.50 - 450.00'],['රු.68.74B'],['N/A'],['13.69M'],['N/A'],['රු.7.562M'],['N/A'],['-රු.1.22'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['3.76K'],CARS.N0000?countryCode=LK
['රු.121.00'],['113.00 - 128.50'],['72.50 - 135.00'],['රු.26.1B'],['224.03M'],['73.17M'],['N/A'],['රු.12.056M'],['6.88'],['රු.18.25'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['205.1K'],CFIN.N0000?countryCode=LK
['රු.131.00'],['126.00 - 134.00'],['28.65 - 139.50'],['රු.956.79M'],['20.7M'],['N/A'],['N/A'],['රු.6.729M'],['N/A'],['N/A'],['1.50%'],['රු.2.00'],"['Aug 4, 2020']",['N/A'],['N/A'],['146.59K'],CIND.N0000?countryCode=LK
"['රු.2,060.00']","['2,000.25 - 2,100.00']","['1,401.00 - 2,100.00']",['රු.48.54B'],['N/A'],['3.98M'],['N/A'],['රු.15.069M'],['6.43'],['රු.318.85'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['460.94'],CINS.N0000?countryCode=LK
"['රු.1,250.00']","['1,222.00 - 1,300.00']","['700.00 - 1,498.75']",['රු.48.54B'],['N/A'],['1.52M'],['N/A'],['රු.15.069M'],['4.02'],['රු.318.85'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['842.82'],CINS.X0000?countryCode=LK
['රු.762.00'],['762.00 - 784.00'],['620.00 - 890.00'],['රු.16.37B'],['N/A'],['596.67K'],['N/A'],['රු.189.290M'],['14.75'],['රු.52.88'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['104.54'],BREW.N0000?countryCode=LK
['රු.709.00'],['700.00 - 714.00'],['583.20 - 818.00'],['රු.67.45B'],['N/A'],['13.94M'],['N/A'],['රු.11.482M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['10.33K'],CCS.N0000?countryCode=LK
['රු.145.00'],['135.75 - 145.00'],['36.00 - 160.00'],['රු.8.6B'],['N/A'],['14.04M'],['N/A'],['රු.12.335M'],['9.16'],['රු.15.15'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['260.21K'],GRAN.N0000?countryCode=LK
['රු.154.75'],['151.00 - 157.75'],['49.00 - 170.00'],['රු.13.78B'],['N/A'],['13.49M'],['N/A'],['N/A'],['N/A'],['-රු.1.31'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['22.5K'],GUAR.N0000?countryCode=LK
['රු.104.25'],['104.00 - 104.50'],['75.00 - 123.00'],['රු.3.5B'],['N/A'],['N/A'],['N/A'],['රු.2.907M'],['9.29'],['රු.11.22'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['17.55K'],CHL.N0000?countryCode=LK
['රු.100.00'],['100.00 - 100.00'],['67.10 - 114.90'],['රු.3.5B'],['N/A'],['N/A'],['N/A'],['රු.2.907M'],['8.91'],['රු.11.22'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['852.22'],CHL.X0000?countryCode=LK
['රු.12.10'],['12.10 - 12.10'],['7.20 - 15.30'],['රු.2.23B'],['N/A'],['29.69M'],['N/A'],['රු.22.737M'],['N/A'],['-රු.1.92'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['8.03K'],CHOT.N0000?countryCode=LK
['රු.85.00'],['82.90 - 88.00'],['26.50 - 92.00'],['රු.8.64B'],['101.34M'],['21.4M'],['N/A'],['N/A'],['N/A'],['-රු.0.99'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['131.47K'],CINV.N0000?countryCode=LK
['රු.63.00'],['63.00 - 63.00'],['59.90 - 88.50'],['රු.37.21M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.58.69'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['740.62'],CPRT.N0000?countryCode=LK
['රු.3.80'],['3.70 - 3.90'],['2.10 - 5.30'],['රු.693.12M'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.0.28'],['2.11%'],['රු.0.35'],"['Jun 4, 2019']",['N/A'],['N/A'],['212.78K'],CTBL.N0000?countryCode=LK
['රු.679.00'],['678.00 - 699.00'],['500.50 - 799.00'],['රු.14.09B'],['N/A'],['2.05M'],['N/A'],['රු.19.779M'],['9.54'],['රු.71.17'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['386.98'],CTEA.N0000?countryCode=LK
"['රු.1,125.00']","['1,102.00 - 1,138.00']","['875.00 - 1,160.00']",['රු.207.09B'],['N/A'],['11.76M'],['N/A'],['රු.131.569M'],['13.14'],['රු.85.24'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['6.88K'],CTC.N0000?countryCode=LK
['රු.97.80'],['91.90 - 98.00'],['38.00 - 114.00'],['රු.1.54B'],['N/A'],['N/A'],['N/A'],['රු.26.390M'],['29.78'],['රු.3.13'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['50.58K'],CHMX.N0000?countryCode=LK
['රු.110.75'],['109.00 - 110.75'],['46.00 - 114.00'],['රු.26.46B'],['N/A'],['99.02M'],['N/A'],['රු.153.975M'],['11.99'],['රු.9.09'],['8.26%'],['රු.2.50'],"['Aug 6, 2020']",['N/A'],['N/A'],['228.45K'],LLUB.N0000?countryCode=LK
['රු.59.10'],['57.00 - 61.20'],['8.53 - 78.00'],['රු.21.64B'],['291.6M'],['87.35M'],['N/A'],['රු.14.624M'],['6.97'],['රු.8.64'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.31M'],CIC.N0000?countryCode=LK
['රු.46.00'],['45.10 - 49.00'],['6.25 - 60.00'],['රු.21.64B'],['87.48M'],['63.45M'],['N/A'],['රු.14.624M'],['5.54'],['රු.8.64'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['1.2M'],CIC.X0000?countryCode=LK
['රු.122.00'],['115.25 - 127.00'],['60.10 - 140.00'],['රු.8.62B'],['N/A'],['N/A'],['N/A'],['රු.9.447M'],['3.85'],['රු.31.11'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['10.12K'],CDB.N0000?countryCode=LK
['රු.10.90'],['10.20 - 10.90'],['4.80 - 12.50'],['රු.2.81B'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.1.61'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['105.6K'],REEF.N0000?countryCode=LK
['රු.14.00'],['13.80 - 14.00'],['7.70 - 16.00'],['රු.2.08B'],['N/A'],['N/A'],['N/A'],['N/A'],['9.92'],['රු.1.39'],['2.54%'],['රු.0.35'],"['Sep 19, 2019']",['N/A'],['N/A'],['16.42K'],COCO.X0000?countryCode=LK
"['රු.1,160.00']","['1,044.00 - 1,172.00']","['651.00 - 1,550.25']",['රු.1.4B'],['N/A'],['N/A'],['N/A'],['රු.35.155M'],['8.45'],['රු.130.28'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['731.95'],PHAR.N0000?countryCode=LK
['රු.85.00'],['83.50 - 85.10'],['30.00 - 95.00'],['රු.6.12B'],['N/A'],['29M'],['N/A'],['N/A'],['N/A'],['-රු.11.36'],['0.00%'],['රු.1.50'],"['Mar 8, 2019']",['N/A'],['N/A'],['29.68K'],DOCK.N0000?countryCode=LK
['රු.123.00'],['106.50 - 123.00'],['41.50 - 132.75'],['රු.735.92M'],['N/A'],['N/A'],['N/A'],['N/A'],['18.53'],['රු.6.38'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.45K'],CFI.N0000?countryCode=LK
['රු.16.00'],['15.70 - 16.40'],['6.80 - 20.00'],['රු.3.55B'],['240M'],['43.11M'],['N/A'],['N/A'],['N/A'],['-රු.8.09'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['344.44K'],CFLB.N0000?countryCode=LK
['රු.173.25'],['173.00 - 211.25'],['50.00 - 220.00'],['රු.1.35B'],['N/A'],['N/A'],['N/A'],['N/A'],['68.46'],['රු.2.89'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['668.2'],CIT.N0000?countryCode=LK
['රු.28.80'],['27.20 - 29.00'],['10.30 - 33.50'],['රු.5.92B'],['N/A'],['159.47M'],['N/A'],['රු.17.696M'],['N/A'],['-රු.0.04'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['51.53K'],CLND.N0000?countryCode=LK
['රු.100.00'],['95.90 - 100.00'],['48.86 - 105.00'],['රු.115.43B'],['1.1B'],['761.1M'],['N/A'],['රු.28.825M'],['5.95'],['රු.16.18'],['4.57%'],['රු.2.93'],"['Feb 12, 2020']",['N/A'],['N/A'],['1.05M'],COMB.N0000?countryCode=LK
['රු.88.40'],['85.50 - 88.40'],['48.00 - 95.90'],['රු.115.43B'],['67.97M'],['51.2M'],['N/A'],['රු.28.825M'],['5.25'],['රු.16.40'],['5.09%'],['රු.3.00'],"['Feb 12, 2020']",['N/A'],['N/A'],['90.73K'],COMB.X0000?countryCode=LK
['රු.27.30'],['26.50 - 27.80'],['12.60 - 31.00'],['රු.8.49B'],['N/A'],['5M'],['N/A'],['රු.7.495M'],['5.58'],['රු.4.81'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['35.99K'],COCR.N0000?countryCode=LK
['රු.152.00'],['135.00 - 152.00'],['60.00 - 155.00'],['රු.1.76B'],['N/A'],['N/A'],['N/A'],['රු.2.143M'],['4.45'],['රු.30.52'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['4.96K'],COMD.N0000?countryCode=LK
['රු.7.90'],['7.20 - 8.00'],['1.70 - 12.00'],['රු.49.11B'],['N/A'],['28.83M'],['N/A'],['රු.9.871M'],['47.17'],['රු.0.16'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['331.16K'],CLC.N0000?countryCode=LK
"['රු.1,250.00']","['1,200.00 - 1,479.75']","['300.00 - 1,999.00']",['රු.3.49B'],['N/A'],['N/A'],['N/A'],['රු.8.620M'],['9.78'],['රු.147.41'],['0.38%'],['රු.4.50'],"['Sep 17, 2019']",['N/A'],['N/A'],['3.98K'],SOY.N0000?countryCode=LK
['රු.184.25'],['183.00 - 184.25'],['133.10 - 198.00'],['රු.37.41B'],['N/A'],['40.38M'],['N/A'],['N/A'],['28.53'],['රු.6.44'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['128.99K'],CTHR.N0000?countryCode=LK
['රු.29.50'],['29.50 - 30.00'],['20.00 - 34.90'],['රු.2.43B'],['N/A'],['0'],['N/A'],['රු.18.686M'],['36.77'],['රු.0.81'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['7.26K'],CTLD.N0000?countryCode=LK
['රු.13.10'],['12.40 - 13.10'],['4.00 - 17.10'],['රු.2.16B'],['N/A'],['N/A'],['N/A'],['රු.1.921M'],['N/A'],['-රු.1.35'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['766.37K'],DPL.N0000?countryCode=LK
['රු.74.50'],['70.10 - 76.00'],['47.62 - 86.39'],['රු.22.67B'],['306M'],['132.43M'],['N/A'],['රු.21.490M'],['8.65'],['රු.8.32'],['3.46%'],['රු.3.48'],"['Feb 28, 2019']",['N/A'],['N/A'],['380.24K'],DFCC.N0000?countryCode=LK
['රු.12.60'],['12.50 - 12.70'],['7.90 - 13.10'],['රු.103.81B'],['8.17B'],['1.13B'],['N/A'],['රු.30.180M'],['9.32'],['රු.1.35'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.11M'],DIAL.N0000?countryCode=LK
['රු.57.00'],['57.00 - 60.00'],['30.00 - 61.00'],['රු.5.44B'],['108.78M'],['N/A'],['N/A'],['රු.2.176M'],['N/A'],['-රු.2.17'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['364.35'],CALF.N0000?countryCode=LK
['රු.629.00'],['604.00 - 634.00'],['188.00 - 672.00'],['රු.5.55B'],['N/A'],['2.26M'],['N/A'],['රු.17.946M'],['6.90'],['රු.89.28'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['2.73K'],DIMO.N0000?countryCode=LK
['රු.715.00'],['685.00 - 720.00'],['55.60 - 765.00'],['රු.42.08B'],['N/A'],['16.59M'],['N/A'],['රු.1.885M'],['17.66'],['රු.39.01'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['579.38K'],DIPD.N0000?countryCode=LK
['රු.23.00'],['22.50 - 23.50'],['11.90 - 24.60'],['රු.105.8B'],['N/A'],['70.56M'],['N/A'],['රු.28.847M'],['16.36'],['රු.1.38'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['808.3K'],DIST.N0000?countryCode=LK
['රු.26.00'],['26.00 - 27.00'],['11.00 - 30.50'],['රු.790.54M'],['N/A'],['N/A'],['N/A'],['රු.2.469M'],['12.97'],['රු.2.04'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['18.03K'],STAF.N0000?countryCode=LK
"['රු.6,401.00']","['6,050.00 - 6,450.00']","['701.00 - 8,390.00']",['රු.15.92B'],['N/A'],['97.45K'],['N/A'],['N/A'],['106.27'],['රු.57.70'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['812'],EBCR.N0000?countryCode=LK
['රු.12.70'],['12.10 - 12.70'],['5.00 - 14.00'],['රු.1.71B'],['N/A'],['N/A'],['N/A'],['N/A'],['6.30'],['රු.1.92'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['281.31K'],EAST.N0000?countryCode=LK
['රු.6.60'],['6.60 - 6.90'],['2.50 - 9.20'],['රු.715.37M'],['N/A'],['N/A'],['N/A'],['රු.10.495M'],['29.68'],['රු.0.22'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['69.19K'],EMER.N0000?countryCode=LK
['රු.6.80'],['6.60 - 7.00'],['3.00 - 8.90'],['රු.806.07M'],['N/A'],['N/A'],['N/A'],['N/A'],['44.34'],['රු.0.15'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['61.74K'],ECL.N0000?countryCode=LK
['රු.12.90'],['12.50 - 12.90'],['9.14 - 15.73'],['රු.6.76B'],['528M'],['N/A'],['N/A'],['N/A'],['N/A'],['-රු.12.82'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['252.1K'],EDEN.N0000?countryCode=LK
['රු.51.50'],['51.50 - 53.00'],['12.50 - 58.90'],['රු.3.76B'],['N/A'],['N/A'],['N/A'],['රු.642.01K'],['6.39'],['රු.8.12'],['N/A'],['N/A'],['N/A'],['N/A'],['N/A'],['150.01K'],ELPL.N0000?countryCode=LK
